Z_tech_index,country,year,format,label,type,genre,style,id,barcode,master_id,master_url,uri,catno,title,thumb,cover_image,resource_url,community,format_quantity,formats,etag
2165,Germany,2007,"[""CD"", ""Compilation""]","[""ZYX Music"", ""Techno Trax"", ""ZYX Music"", ""ZYX Music"", ""Sony DADC""]",release,"[""Electronic""]","[""New Beat"", ""Techno"", ""Trance"", ""Hard Trance"", ""Euro House""]",8754336,"[""0 90204 69460 0"", ""090204694600"", ""IFPI L555"", ""IFPI 94K3"", ""IFPI 94K8"", ""ZYX Music ZYX 82871-2CD1 15 A00"", ""ZYX Music ZYX 82871-2CD2 25 A00"", ""BIEM"", ""mcps"", ""LC:06350"", ""TECHNO""]",1379122,https://api.discogs.com/masters/1379122,/release/8754336-Various-Techno-Trax-25th-Anniversary,ZYX 82871-2,Various - Techno Trax 25th Anniversary,,,https://api.discogs.com/releases/8754336,"{""want"": 58, ""have"": 35}",2,"[{""name"": ""CD"", ""qty"": ""2"", ""descriptions"": [""Compilation""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2166,Germany,2013,"[""CD"", ""Compilation""]","[""Dance Network"", ""Deejay Parade""]",release,"[""Electronic""]","[""Trance"", ""Techno"", ""House""]",1072715,"[""0902047560250""]",0,,/release/1072715-Various-Deejay-Parade,DNT 10010-2,Various - Deejay Parade,,,https://api.discogs.com/releases/1072715,"{""want"": 20, ""have"": 37}",2,"[{""name"": ""CD"", ""qty"": ""2"", ""descriptions"": [""Compilation""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2167,Germany,2012,"[""CD"", ""Album"", ""Stereo"", ""CD"", ""Album"", ""Mixed"", ""Stereo""]","[""ZYX Music"", ""ZYX Music"", ""ZYX Music"", ""ZYX Music GMBH & Co. KG"", ""Kdg"", ""Kdg""]",release,"[""Electronic""]","[""Trance""]",17270983,"[""194111007529"", ""1 94111 00752 9"", ""LC 06350"", ""mcps"", ""BIEM"", ""ZYX 21208-2/1 ZYX Music #4"", ""IFPI L173"", ""IFPI 3050"", ""ZYX 21208-2/2 ZYX Music #3"", ""IFPI L173"", ""IFPI 3J06""]",1960180,https://api.discogs.com/masters/1960180,/release/17270983-Talla-2XLC-Carpe-Diem,ZYX 21208-2,Talla 2XLC - Carpe Diem,,,https://api.discogs.com/releases/17270983,"{""want"": 14, ""have"": 55}",2,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album"", ""Stereo""]}, {""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album"", ""Mixed"", ""Stereo""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2168,Germany,2013,"[""CD"", ""Compilation""]","[""TranceForce"", ""This Is Progressive Trance""]",release,"[""Electronic""]","[""Hard Trance""]",1901002,"[""4 025905 919123""]",0,,/Various-This-Is-Progressive-Trance-Vol-2/release/1901002,TF CD 1001,Various - This Is Progressive Trance Vol. 2,,,https://api.discogs.com/releases/1901002,"{""want"": 19, ""have"": 35}",2,"[{""name"": ""CD"", ""qty"": ""2"", ""descriptions"": [""Compilation""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2169,Netherlands,1983,"[""Vinyl"", ""LP"", ""Mixed""]","[""Cloud 9"", ""Armada"", ""Cloud 9"", ""Armada"", ""Cloud 9 Recordings BV"", ""Cloud 9 Recordings BV"", ""Heartselling"", ""A State Of Trance Year Mix""]",release,"[""Electronic""]","[""Trance"", ""Psy-Trance"", ""House"", ""Progressive House"", ""Progressive Trance""]",13223674,"[""8 718521 055905"", ""BIEM/STEMRA"", ""CLDM 2018025V - A2"", ""CLDM 2018025V - B2"", ""CLDM 2018025V - C2"", ""CLDM 2018025V - D2""]",1469487,https://api.discogs.com/masters/1469487,/release/13223674-Armin-van-Buuren-A-State-Of-Trance-Year-Mix-2018,CLDM2018025,Armin van Buuren - A State Of Trance Year Mix 2018,,,https://api.discogs.com/releases/13223674,"{""want"": 169, ""have"": 241}",2,"[{""name"": ""Vinyl"", ""qty"": ""2"", ""descriptions"": [""LP"", ""Mixed""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2170,Germany,2008,"[""CD"", ""Compilation"", ""Reissue""]","[""ZYX Music"", ""Techno Trax"", ""ZYX Music"", ""ZYX Music""]",release,"[""Electronic""]","[""New Beat"", ""Techno"", ""Trance"", ""Hard Trance"", ""Euro House""]",12135604,"[""0 90204 52507 2"", ""090204525072"", ""mcps"", ""LC:06350"", ""TECHNO""]",1379122,https://api.discogs.com/masters/1379122,/release/12135604-Various-Famous-Classic-Techno-Trax-,ZYX 57215-2,Various - Famous Classic Techno Trax ,,,https://api.discogs.com/releases/12135604,"{""want"": 32, ""have"": 13}",2,"[{""name"": ""CD"", ""qty"": ""2"", ""descriptions"": [""Compilation"", ""Reissue""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2171,UK,2013,"[""CD"", ""Compilation"", ""Reissue""]","[""Music & Melody"", ""ZYX Music"", ""The World Of"", ""Music & Melody"", ""Music & Melody""]",release,"[""Electronic""]","[""New Beat"", ""Techno"", ""Trance"", ""Hard Trance"", ""Euro House""]",22036300,"[""194111005709"", ""1 94111 00570 9"", ""ZYX Music ZYX 82871-2CD2 25"", ""ZYX Music ZYX 82871-2CD1 15"", ""BIEM"", ""mcps"", ""LC 06350"", ""TECHNO""]",1379122,https://api.discogs.com/masters/1379122,/release/22036300-Various-Greatest-Techno-Classics,MUS 81349-2,Various - Greatest Techno Classics,,,https://api.discogs.com/releases/22036300,"{""want"": 16, ""have"": 12}",2,"[{""name"": ""CD"", ""qty"": ""2"", ""descriptions"": [""Compilation"", ""Reissue""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2172,Russia,2007,"[""Cassette"", ""Compilation"", ""Unofficial Release""]","[""Русский Стандарт"", ""Дискотека Арлекина"", ""Русский Стандарт"", ""Русский Стандарт"", ""Студия \""Русский Стандарт\"""", ""ООО \""Линформ\"""", ""ООО \""Линформ\"""", ""ООО \""Линформ\""""]",release,"[""Electronic""]","[""Drum n Bass"", ""Jungle""]",8124754,[],0,,/Various-%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0-%D0%90%D1%80%D0%BB%D0%B5%D0%BA%D0%B8%D0%BD%D0%B0-Drumnbass-2005/release/8124754,U MC 0387,Various - Дискотека Арлекина Drum'n'bass 2005,,,https://api.discogs.com/releases/8124754,"{""want"": 3, ""have"": 3}",1,"[{""name"": ""Cassette"", ""qty"": ""1"", ""descriptions"": [""Compilation"", ""Unofficial Release""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2173,UK,2013,"[""Cassette"", ""Album"", ""Limited Edition""]","[""Real Life Drama Records"", ""Real Life Drama Records"", ""Real Life Drama Records""]",release,"[""Hip Hop""]","[""Boom Bap""]",28172608,[],2344243,https://api.discogs.com/masters/2344243,/release/28172608-Creatures-Of-Habit-Parasites-Paradise,RLTCD010,Creatures Of Habit (5) - Parasites Paradise,,,https://api.discogs.com/releases/28172608,"{""want"": 2, ""have"": 4}",1,"[{""name"": ""Cassette"", ""qty"": ""1"", ""text"": ""Blue"", ""descriptions"": [""Album"", ""Limited Edition""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2174,Netherlands,2021,"[""CD"", ""Mixed""]","[""A State Of Trance"", ""Cloud 9"", ""Armada"", ""A State Of Trance Year Mix"", ""Cloud 9 Recordings"", ""Cloud 9 Recordings"", ""Heartselling""]",release,"[""Electronic""]","[""Trance"", ""Psy-Trance"", ""Progressive House"", ""Hard Trance"", ""Progressive Trance""]",12937788,"[""8 718521 052928"", ""8718521052928"", ""BIEM/STEMRA"", ""430094 @1 CLDM2018025"", ""IFPI LW03"", ""IFPI AAHR0"", ""430095 @1 CLDM2018025"", ""IFPI LW03"", ""IFPI AAHP6""]",1469487,https://api.discogs.com/masters/1469487,/release/12937788-Armin-van-Buuren-A-State-Of-Trance-Year-Mix-2018,CLDM2018025,Armin van Buuren - A State Of Trance Year Mix 2018,,,https://api.discogs.com/releases/12937788,"{""want"": 41, ""have"": 118}",2,"[{""name"": ""CD"", ""qty"": ""2"", ""descriptions"": [""Mixed""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2175,Japan,2019,"[""CD"", ""Compilation""]","[""Sound Holic"", ""Team Shanghai Alice"", ""Taito Corporation"", ""Sound Holic""]",release,"[""Electronic"", ""Rock"", ""Pop""]","[""Eurobeat"", ""Power Metal"", ""J-pop"", ""Hard House"", ""Trance"", ""J-Rock"", ""Alternative Rock"", ""Heavy Metal""]",26098018,"[""IFPI L245"", ""SDHC-0103 1A"", ""IFPI 4011""]",0,,/release/26098018-Sound-Holic-Rhythm-Game-Selection,SDHC-0103,Sound Holic - Rhythm Game Selection+,,,https://api.discogs.com/releases/26098018,"{""want"": 1, ""have"": 5}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Compilation""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2176,Unknown,2013,"[""CD"", ""Compilation"", ""Mixed"", ""Unofficial Release""]","[""Sony Music Media"", ""Sony Music Media"", ""Techno Club""]",release,"[""Electronic""]","[""Trance"", ""Electro"", ""House""]",11717098,"[""5099748911421"", ""TCT-1811-1"", ""TCT-1811-2""]",1339311,https://api.discogs.com/masters/1339311,/Talla-2XLC-Vs-Taucher-Techno-Club-Vol1/release/11717098,SMM 489114 2,Talla 2XLC Vs. Taucher - Techno Club Vol.1,,,https://api.discogs.com/releases/11717098,"{""want"": 4, ""have"": 11}",2,"[{""name"": ""CD"", ""qty"": ""2"", ""descriptions"": [""Compilation"", ""Mixed"", ""Unofficial Release""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2177,Poland,2010,"[""CD"", ""Mixed""]","[""A State Of Trance"", ""Cloud 9"", ""ProLogic"", ""Sony Music"", ""A State Of Trance Year Mix"", ""Cloud 9 Music BV"", ""Armada Music B.V."", ""Cloud 9 Music BV"", ""Armada Music B.V."", ""Sony Music Entertainment Poland Sp. z o.o."", ""Sony Music Entertainment""]",release,"[""Electronic""]","[""Trance"", ""Psy-Trance"", ""Progressive House"", ""Hard Trance"", ""Progressive Trance""]",12969106,"[""1 90759 06642 3"", ""190759066423"", ""BIEM/GEMA""]",1469487,https://api.discogs.com/masters/1469487,/release/12969106-Armin-van-Buuren-A-State-Of-Trance-Year-Mix-2018,19075906642,Armin van Buuren - A State Of Trance Year Mix 2018,,,https://api.discogs.com/releases/12969106,"{""want"": 18, ""have"": 27}",2,"[{""name"": ""CD"", ""qty"": ""2"", ""descriptions"": [""Mixed""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2178,Netherlands,2017,"[""File"", ""MP3"", ""Mixed""]","[""Fusion Records""]",release,"[""Electronic""]","[""Hardstyle""]",7921966,[],0,,/release/7921966-Shellshock-8-Nightfall-Yearmix-2015,none,Shellshock (8) &  Nightfall (13) - Yearmix (2015),,,https://api.discogs.com/releases/7921966,"{""want"": 1, ""have"": 6}",0,"[{""name"": ""File"", ""qty"": ""1"", ""text"": ""320 kbps"", ""descriptions"": [""MP3"", ""Mixed""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2179,Netherlands,2018,"[""File"", ""AAC"", ""Compilation"", ""File"", ""AAC"", ""Mixed""]","[""A State Of Trance"", ""Armada Digital"", ""A State Of Trance Year Mix"", ""Armada Music B.V."", ""Cloud 9 Music""]",release,"[""Electronic""]","[""Trance"", ""Psy-Trance"", ""Progressive House"", ""Hard Trance"", ""Progressive Trance""]",12932874,"[""1444951885""]",1469487,https://api.discogs.com/masters/1469487,/release/12932874-Armin-van-Buuren-A-State-Of-Trance-Year-Mix-2018,ARDI4065,Armin van Buuren - A State Of Trance Year Mix 2018,,,https://api.discogs.com/releases/12932874,"{""want"": 2, ""have"": 12}",0,"[{""name"": ""File"", ""qty"": ""105"", ""text"": ""256 kbps"", ""descriptions"": [""AAC"", ""Compilation""]}, {""name"": ""File"", ""qty"": ""1"", ""text"": ""256 kbps"", ""descriptions"": [""AAC"", ""Mixed""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2180,Germany,2009,"[""File"", ""WAV"", ""Compilation""]","[""C O U P""]",release,"[""Electronic""]","[""Acid"", ""Hard Techno""]",24384698,[],3136383,https://api.discogs.com/masters/3136383,/release/24384698-Various-Free-Downloads,none,Various - Free Downloads,,,https://api.discogs.com/releases/24384698,"{""want"": 2, ""have"": 6}",0,"[{""name"": ""File"", ""qty"": ""69"", ""descriptions"": [""WAV"", ""Compilation""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2181,Australia,2014,"[""Memory Stick"", ""Compilation"", ""Limited Edition"", ""File"", ""WAV"", ""Album"", ""File"", ""WAV"", ""Album"", ""File"", ""WAV"", ""Album"", ""Mixed"", ""File"", ""WAV"", ""Album"", ""File"", ""WAV"", ""Album"", ""Mixed"", ""File"", ""WAV"", ""Album"", ""File"", ""WAV"", ""Album"", ""Mixed"", ""File"", ""WAV"", ""Album"", ""File"", ""MP3"", ""File"", ""MP3"", ""File"", ""WAV"", ""File"", ""MPEG-4 Video"", ""File"", ""MP3"", ""Album"", ""File"", ""AIFF"", ""Album"", ""File"", ""WAV"", ""Album"", ""File"", ""AIFF"", ""File"", ""WAV""]","[""Masif"", ""The Masif Organisation"", ""The Masif Organisation""]",release,"[""Electronic""]","[""Trance"", ""Hard Trance"", ""Hard House"", ""Acid Jazz"", ""Downtempo"", ""Hardstyle"", ""Hardcore"", ""Happy Hardcore"", ""Donk"", ""Tech Trance""]",14533478,[],0,,/release/14533478-Various-Steve-Hill-Co-Super-Deluxe-Edition-USB-Collection-WAV-Edition,none,Various - Steve Hill & Co Super Deluxe Edition USB Collection (WAV Edition),,,https://api.discogs.com/releases/14533478,"{""want"": 45, ""have"": 21}",1,"[{""name"": ""Memory Stick"", ""qty"": ""1"", ""text"": ""128 GB"", ""descriptions"": [""Compilation"", ""Limited Edition""]}, {""name"": ""File"", ""qty"": ""11"", ""descriptions"": [""WAV"", ""Album""]}, {""name"": ""File"", ""qty"": ""11"", ""descriptions"": [""WAV"", ""Album""]}, {""name"": ""File"", ""qty"": ""5"", ""descriptions"": [""WAV"", ""Album"", ""Mixed""]}, {""name"": ""File"", ""qty"": ""113"", ""descriptions"": [""WAV"", ""Album""]}, {""name"": ""File"", ""qty"": ""134"", ""descriptions"": [""WAV"", ""Album"", ""Mixed""]}, {""name"": ""File"", ""qty"": ""121"", ""descriptions"": [""WAV"", ""Album""]}, {""name"": ""File"", ""qty"": ""3"", ""descriptions"": [""WAV"", ""Album"", ""Mixed""]}, {""name"": ""File"", ""qty"": ""52"", ""descriptions"": [""WAV"", ""Album""]}, {""name"": ""File"", ""qty"": ""1"", ""text"": ""256 kbps"", ""descriptions"": [""MP3""]}, {""name"": ""File"", ""qty"": ""2"", ""text"": ""320 kbps"", ""descriptions"": [""MP3""]}, {""name"": ""File"", ""qty"": ""10"", ""descriptions"": [""WAV""]}, {""name"": ""File"", ""qty"": ""13"", ""descriptions"": [""MPEG-4 Video""]}, {""name"": ""File"", ""qty"": ""5"", ""text"": ""320 kbps"", ""descriptions"": [""MP3"", ""Album""]}, {""name"": ""File"", ""qty"": ""2"", ""descriptions"": [""AIFF"", ""Album""]}, {""name"": ""File"", ""qty"": ""32"", ""descriptions"": [""WAV"", ""Album""]}, {""name"": ""File"", ""qty"": ""1"", ""descriptions"": [""AIFF""]}, {""name"": ""File"", ""qty"": ""643"", ""descriptions"": [""WAV""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2182,Unknown,2012,"[""File"", ""FLAC"", ""Compilation""]","[""101 Dance Hits"", ""Goa Trance Fullon Psychedelic""]",release,"[""Electronic""]","[""Psy-Trance"", ""Goa Trance"", ""Progressive Trance""]",36567682,[],0,,/release/36567682-Various-Goa-Trance-Fullon-Psychedelic-Top-100-Best-Selling-Chart-Hits-DJ-Mix-V8,none,Various - Goa Trance Fullon Psychedelic Top 100 Best Selling Chart Hits + DJ Mix V8,,,https://api.discogs.com/releases/36567682,"{""want"": 0, ""have"": 0}",0,"[{""name"": ""File"", ""qty"": ""100"", ""descriptions"": [""FLAC"", ""Compilation""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2183,Canada,1999,"[""File"", ""MP3"", ""Album""]","[""Secret Cloud""]",release,"[""Electronic"", ""Hip Hop""]","[""Abstract"", ""Conscious""]",1705498,[],0,,/release/1705498-Various-The-Motherboard-Compilation-Intel-Inside,none,Various - The Motherboard Compilation: Intel Inside,,,https://api.discogs.com/releases/1705498,"{""want"": 4, ""have"": 5}",0,"[{""name"": ""File"", ""qty"": ""27"", ""descriptions"": [""MP3"", ""Album""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2184,UK,2017,"[""File"", ""MP3"", ""Mixed""]","[""Juno Plus""]",release,"[""Electronic""]","[""Techno"", ""Experimental""]",12202152,[],0,,/Orphx-Juno-Plus-Podcast-59/release/12202152,Podcast 59,Orphx - Juno Plus Podcast 59,,,https://api.discogs.com/releases/12202152,"{""want"": 5, ""have"": 3}",0,"[{""name"": ""File"", ""qty"": ""1"", ""text"": ""320 kbps"", ""descriptions"": [""MP3"", ""Mixed""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2185,Unknown,2009,"[""File"", ""FLAC"", ""Compilation""]","[""101 Dance Hits"", ""Psychedelic Goa Trance Twilight Rave Party""]",release,"[""Electronic""]","[""Psy-Trance"", ""Goa Trance"", ""Progressive Trance""]",36636016,[],0,,/release/36636016-Various-Psychedelic-Goa-Trance-Twilight-Rave-Party-Top-100-Best-Selling-Chart-Hits-DJ-Mix-V4,none,Various - Psychedelic Goa Trance Twilight Rave Party Top 100 Best Selling Chart Hits + DJ Mix V4,,,https://api.discogs.com/releases/36636016,"{""want"": 0, ""have"": 0}",0,"[{""name"": ""File"", ""qty"": ""100"", ""descriptions"": [""FLAC"", ""Compilation""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2186,Germany,2016,"[""File"", ""MP3"", ""Compilation""]","[""C O U P""]",release,"[""Electronic""]","[""Acid"", ""Hard Techno""]",27409383,[],3136383,https://api.discogs.com/masters/3136383,/release/27409383-Various-Free-Downloads,none,Various - Free Downloads,,,https://api.discogs.com/releases/27409383,"{""want"": 2, ""have"": 4}",0,"[{""name"": ""File"", ""qty"": ""69"", ""text"": ""320 kbps"", ""descriptions"": [""MP3"", ""Compilation""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2187,"UK, Europe & US",2001,"[""CD"", ""Compilation"", ""Limited Edition""]","[""Cane Corso Records""]",release,"[""Hip Hop""]","[""Horrorcore"", ""Boom Bap"", ""Instrumental"", ""Hardcore Hip-Hop""]",5529262,[],0,,/Various-Supernormal-Decorum-2/release/5529262,024,Various - Supernormal Decorum 2,,,https://api.discogs.com/releases/5529262,"{""want"": 5, ""have"": 2}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Compilation"", ""Limited Edition""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2188,Germany,2001,"[""File"", ""MP3"", ""Compilation"", ""Limited Edition""]","[""Wordandsound"", ""Wordandsound"", ""Wordandsound""]",release,"[""Electronic""]","[""Tech House"", ""Deep House"", ""Techno"", ""Minimal Techno"", ""House"", ""Electro House"", ""IDM"", ""Ambient""]",5517749,[],0,,/release/5517749-Various-Japanease-A-120-Track-Electronic-Dance-Music-Project-For-Japan,JPNEASE1,Various - Japanease - A 120 Track Electronic Dance Music Project For Japan,,,https://api.discogs.com/releases/5517749,"{""want"": 26, ""have"": 10}",0,"[{""name"": ""File"", ""qty"": ""138"", ""text"": ""256 kbps "", ""descriptions"": [""MP3"", ""Compilation"", ""Limited Edition""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2189,Unknown,2001,"[""CD"", ""Compilation"", ""Mixed"", ""Unofficial Release""]","[""Tunnel Records"", ""Tunnel Records"", ""Sony Music Media"", ""Sony Music Media"", ""Tunnel Trance Force"", ""Sony Music Entertainment"", ""Sony Music Entertainment (Germany) GmbH""]",release,"[""Electronic""]","[""Trance"", ""Hard Trance""]",35953162,"[""5 099749 408524"", ""LC 02604"", ""LC 3693"", ""BIEM"", ""07-494085-10"", ""CH TVC 2"", ""ATL 973"", ""ATL 974"", ""none"", ""none""]",4071235,https://api.discogs.com/masters/4071235,/release/35953162-Various-Tunnel-Trance-Force-Vol-8,SMM 494085 2,Various - Tunnel Trance Force Vol. 8,,,https://api.discogs.com/releases/35953162,"{""want"": 0, ""have"": 1}",2,"[{""name"": ""CD"", ""qty"": ""2"", ""descriptions"": [""Compilation"", ""Mixed"", ""Unofficial Release""]}]",YWQIIn74_lGqqoH7PPcmAtTmmgo
2190,UK,2001,"[""CD"", ""Compilation""]","[""Jungle Records"", ""Skydog International"", ""Jungle Records"", ""Jungle Records"", ""Copyright Control"", ""Warner Chappell Music"", ""EMI Virgin Music"", ""Bug Music"", ""Bohemia Music"", ""James Osterberg Music"", ""Chappell Morris"", ""Ivy Music"", ""Edward Kassner Music"", ""EMI United Partnership"", ""Windswept Pacific Music"", ""EMI Music"", ""Screen Gems-EMI Music"", ""Westminster Music"", ""ABKCO Music"", ""Synchro Sound Studios"", ""Trident Studios"", ""San Diego State University"", ""The Tube"", ""Leysin Rock Festival"", ""Danforth Music Hall"", ""Bookie's Club 870, Detroit"", ""Metropol, Berlin"", ""Palais d'Hiver, Lyon"", ""Waves Club"", ""Stardust Ballroom, Los Angeles"", ""Le Palace Théâtre"", ""Seaview Ballroom"", ""DOCdata UK""]",release,"[""Rock""]","[""Garage Rock"", ""Punk"", ""Rock & Roll""]",1554959,"[""5 013145 207420"", ""5013145207420"", ""M.C.P.S."", ""FREUDCD074-1 ‧ MASTERED BY DOCDATA"", ""π"", ""IFPI LA31"", ""ifpi 4B09"", ""FREUDCD074-2 ‧ MASTERED BY DOCDATA"", ""none"", ""IFPI LA31"", ""none""]",38374,https://api.discogs.com/masters/38374,/release/1554959-Iggy-Pop-Nuggets,FREUD CD 074,Iggy Pop - Nuggets,,,https://api.discogs.com/releases/1554959,"{""want"": 42, ""have"": 367}",2,"[{""name"": ""CD"", ""qty"": ""2"", ""descriptions"": [""Compilation""]}]",eAf6CDFNthbtTM2wH91lTkahzLg
2191,UK,2001,"[""Vinyl"", ""LP"", ""Compilation""]","[""Lo Recordings"", ""Luke Vibert's Nuggets""]",release,"[""Electronic"", ""Funk / Soul""]","[""Electro"", ""Funk"", ""Experimental"", ""Disco""]",5162565,"[""5024545655919""]",627075,https://api.discogs.com/masters/627075,/Luke-Viberts-Nuggets-Volume-3/release/5162565,LO103LP,Luke Vibert's* - Nuggets - Volume - 3,,,https://api.discogs.com/releases/5162565,"{""want"": 595, ""have"": 323}",2,"[{""name"": ""Vinyl"", ""qty"": ""2"", ""descriptions"": [""LP"", ""Compilation""]}]",eAf6CDFNthbtTM2wH91lTkahzLg
2192,US,2000,"[""Vinyl"", ""LP"", ""Compilation""]","[""Rhino Records"", ""Nuggets"", ""Rhino Records Inc."", ""K Disc Mastering"", ""A&M Records"", ""Laurie Records"", ""AVI Records"", ""4 Star Records"", ""Rainbo Records"", ""Rainbo Records""]",release,"[""Rock""]","[""Garage Rock"", ""Psychedelic Rock"", ""Pop Rock""]",1619288,"[""RNLP-028A S-12772 KP"", ""RNLP-028B S-12773 KP"", ""kdisc""]",772599,https://api.discogs.com/masters/772599,/release/1619288-Various-Nuggets-Volume-Four-Pop-Part-Two,RNLP 028,Various - Nuggets Volume Four: Pop Part Two,,,https://api.discogs.com/releases/1619288,"{""want"": 343, ""have"": 881}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""LP"", ""Compilation""]}]",eAf6CDFNthbtTM2wH91lTkahzLg
2193,UK,2002,"[""CD"", ""Compilation""]","[""Mojo Magazine"", ""TAKT""]",release,"[""Rock""]","[""Punk"", ""Hard Rock"", ""Pub Rock"", ""Garage Rock""]",7936922,"[""2100005991971 MOJO Feb 2016"", ""IFPI LK97"", ""IFPI 9R80"", ""IFPI UU079"", ""mcps""]",0,,/release/7936922-Various-Pretty-Vacant-Mojo-Presents-15-Pre-Punk-Nuggets,February 2016,Various - Pretty Vacant (Mojo Presents 15 Pre-Punk Nuggets),,,https://api.discogs.com/releases/7936922,"{""want"": 73, ""have"": 968}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Compilation""]}]",eAf6CDFNthbtTM2wH91lTkahzLg
2194,UK,2000,"[""CD"", ""Compilation""]","[""Lo Recordings"", ""Luke Vibert's Nuggets"", ""Lo Recordings"", ""Lo Recordings"", ""Node"", ""Alchemy Mastering"", ""Independent Masters Ltd"", ""Prosoft Logistics""]",release,"[""Electronic"", ""Pop""]","[""Jazz-Funk"", ""Psychedelic Rock"", ""Easy Listening"", ""Lounge"", ""Synth-pop"", ""Avantgarde"", ""Leftfield"", ""Experimental"", ""Abstract"", ""Soundtrack"", ""Score""]",98138,"[""666017022321"", ""I 5429-01LO LCD23 PROSOFT LOGISTICS I ‖ 1042028 I"", ""IFPI L055"", ""none""]",121687,https://api.discogs.com/masters/121687,/release/98138-Luke-Vibert-Nuggets-Luke-Viberts-Selection,LCD23,Luke Vibert - Nuggets - Luke Vibert's Selection,,,https://api.discogs.com/releases/98138,"{""want"": 179, ""have"": 373}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Compilation""]}]",eAf6CDFNthbtTM2wH91lTkahzLg
2195,US,2000,"[""Vinyl"", ""LP"", ""Compilation""]","[""Rhino Records"", ""Nuggets"", ""K Disc Mastering"", ""Sheffield Lab Matrix"", ""CBS Special Products"", ""Etiquette Records"", ""Whizeagle Records"", ""Vault"", ""Autumn Records"", ""Allied Record Company"", ""Rainbo Records"", ""Rainbo Records""]",release,"[""Rock"", ""Pop""]","[""Garage Rock"", ""Psychedelic Rock""]",2191702,"[""RNLP-70032A △14878 1-1 KP S-17089"", ""RNLP-70032B △14878-X 1-1 KP S-17090"", ""[Allied 'α' logo] kdisc"", ""0 8122-70032-1 0""]",716011,https://api.discogs.com/masters/716011,/Various-Nuggets-Volume-8-The-Northwest/release/2191702,RNLP 70032,Various - Nuggets Volume 8: The Northwest,,,https://api.discogs.com/releases/2191702,"{""want"": 405, ""have"": 535}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""LP"", ""Compilation""]}]",eAf6CDFNthbtTM2wH91lTkahzLg
2196,Europe,2024,"[""CD"", ""Compilation"", ""Remastered"", ""Box Set""]","[""Rhino Records"", ""Nuggets"", ""Rhino Entertainment Company"", ""Rhino Entertainment Company"", ""Rhino Entertainment Company"", ""Rhino Entertainment Company"", ""DigiPrep""]",release,"[""Rock""]","[""Garage Rock"", ""Psychedelic Rock"", ""Classic Rock"", ""Folk Rock"", ""Pop Rock""]",2067890,"[""081227985868"", ""LC 02982"", ""GEMA/BIEM"", ""Warner Logo 812279858-6/1 V01 JDN"", ""L017"", ""IFPI 05N9"", ""Warner Logo 812279858-6/2 V01 EQG"", ""Warner Logo 812279858-6/3 V01 NIO"", ""Warner Logo 812279858-6/4 V01 SIK""]",229021,https://api.discogs.com/masters/229021,/release/2067890-Various-Where-The-Action-Is-Los-Angeles-Nuggets-1965-1968,8122-79858-6,Various - Where The Action Is! (Los Angeles Nuggets: 1965-1968),,,https://api.discogs.com/releases/2067890,"{""want"": 301, ""have"": 787}",4,"[{""name"": ""CD"", ""qty"": ""4"", ""descriptions"": [""Compilation"", ""Remastered""]}, {""name"": ""Box Set"", ""qty"": ""1""}]",eAf6CDFNthbtTM2wH91lTkahzLg
